Column1,Column2,Column3,Column4,Column5,Column6,Column7
184,Cook Islands,2011,Employment by industry: Services (%) Female,93.3,Resident population (de jure).,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2005,Employment by industry: Agriculture (%) Male and Female,15.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2005,Employment by industry: Industry (%) Male and Female,21.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2005,Employment by industry: Services (%) Male and Female,63.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2005,Employment by industry: Agriculture (%) Male,20.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2005,Employment by industry: Industry (%) Male,26.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2005,Employment by industry: Services (%) Male,52.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2005,Employment by industry: Agriculture (%) Female,4.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2005,Employment by industry: Industry (%) Female,12.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2005,Employment by industry: Services (%) Female,82.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2010,Employment by industry: Agriculture (%) Male and Female,12.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2010,Employment by industry: Industry (%) Male and Female,17.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2010,Employment by industry: Services (%) Male and Female,68.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2010,Employment by industry: Agriculture (%) Male,17.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2010,Employment by industry: Industry (%) Male,24.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2010,Employment by industry: Services (%) Male,58.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2010,Employment by industry: Agriculture (%) Female,3.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2010,Employment by industry: Industry (%) Female,11.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2010,Employment by industry: Services (%) Female,84.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2015,Employment by industry: Agriculture (%) Male and Female,15.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2015,Employment by industry: Industry (%) Male and Female,19.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2015,Employment by industry: Services (%) Male and Female,65.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2015,Employment by industry: Agriculture (%) Male,19.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2015,Employment by industry: Industry (%) Male,24.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2015,Employment by industry: Services (%) Male,55.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2015,Employment by industry: Agriculture (%) Female,7.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2015,Employment by industry: Industry (%) Female,9.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2015,Employment by industry: Services (%) Female,82.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2021,Employment by industry: Agriculture (%) Male and Female,17.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2021,Employment by industry: Industry (%) Male and Female,17.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2021,Employment by industry: Services (%) Male and Female,65.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2021,Employment by industry: Agriculture (%) Male,21.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2021,Employment by industry: Industry (%) Male,11.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2021,Employment by industry: Services (%) Male,56.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2021,Employment by industry: Agriculture (%) Female,10.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2021,Employment by industry: Industry (%) Female,9.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
188,Costa Rica,2021,Employment by industry: Services (%) Female,80.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2005,Employment by industry: Agriculture (%) Male and Female,50.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2005,Employment by industry: Industry (%) Male and Female,11.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2005,Employment by industry: Services (%) Male and Female,38.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2005,Employment by industry: Agriculture (%) Male,52.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2005,Employment by industry: Industry (%) Male,5.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2005,Employment by industry: Services (%) Male,35.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2005,Employment by industry: Agriculture (%) Female,46.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2005,Employment by industry: Industry (%) Female,10.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2005,Employment by industry: Services (%) Female,43.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2010,Employment by industry: Agriculture (%) Male and Female,47.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2010,Employment by industry: Industry (%) Male and Female,11.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2010,Employment by industry: Services (%) Male and Female,41.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2010,Employment by industry: Agriculture (%) Male,50.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2010,Employment by industry: Industry (%) Male,12.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2010,Employment by industry: Services (%) Male,37.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2010,Employment by industry: Agriculture (%) Female,43.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2010,Employment by industry: Industry (%) Female,9.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2010,Employment by industry: Services (%) Female,46.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2015,Employment by industry: Agriculture (%) Male and Female,43.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2015,Employment by industry: Industry (%) Male and Female,12.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2015,Employment by industry: Services (%) Male and Female,44.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2015,Employment by industry: Agriculture (%) Male,48.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2015,Employment by industry: Industry (%) Male,13.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2015,Employment by industry: Services (%) Male,38.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2015,Employment by industry: Agriculture (%) Female,36.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2015,Employment by industry: Industry (%) Female,10.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2015,Employment by industry: Services (%) Female,53.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2021,Employment by industry: Agriculture (%) Male and Female,45.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2021,Employment by industry: Industry (%) Male and Female,10.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2021,Employment by industry: Services (%) Male and Female,44.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2021,Employment by industry: Agriculture (%) Male,50.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2021,Employment by industry: Industry (%) Male,13.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2021,Employment by industry: Services (%) Male,36.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2021,Employment by industry: Agriculture (%) Female,37.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2021,Employment by industry: Industry (%) Female,6.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
384,Côte d’Ivoire,2021,Employment by industry: Services (%) Female,56.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2005,Employment by industry: Agriculture (%) Male and Female,17.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2005,Employment by industry: Industry (%) Male and Female,28.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2005,Employment by industry: Services (%) Male and Female,54.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2005,Employment by industry: Agriculture (%) Male,16.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2005,Employment by industry: Industry (%) Male,37.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2005,Employment by industry: Services (%) Male,46.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2005,Employment by industry: Agriculture (%) Female,18.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2005,Employment by industry: Industry (%) Female,17.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2005,Employment by industry: Services (%) Female,63.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2010,Employment by industry: Agriculture (%) Male and Female,14.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2010,Employment by industry: Industry (%) Male and Female,27.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2010,Employment by industry: Services (%) Male and Female,58.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2010,Employment by industry: Agriculture (%) Male,13.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2010,Employment by industry: Industry (%) Male,38.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2010,Employment by industry: Services (%) Male,48.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2010,Employment by industry: Agriculture (%) Female,15.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2010,Employment by industry: Industry (%) Female,13.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2010,Employment by industry: Services (%) Female,69.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2015,Employment by industry: Agriculture (%) Male and Female,9.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2015,Employment by industry: Industry (%) Male and Female,26.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2015,Employment by industry: Services (%) Male and Female,64.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2015,Employment by industry: Agriculture (%) Male,10.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2015,Employment by industry: Industry (%) Male,36.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2015,Employment by industry: Services (%) Male,52.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2015,Employment by industry: Agriculture (%) Female,7.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2015,Employment by industry: Industry (%) Female,15.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2015,Employment by industry: Services (%) Female,77.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2021,Employment by industry: Agriculture (%) Male and Female,6.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2021,Employment by industry: Industry (%) Male and Female,28.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2021,Employment by industry: Services (%) Male and Female,64.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2021,Employment by industry: Agriculture (%) Male,8.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2021,Employment by industry: Industry (%) Male,39.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2021,Employment by industry: Services (%) Male,52.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2021,Employment by industry: Agriculture (%) Female,0.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2021,Employment by industry: Industry (%) Female,16.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
191,Croatia,2021,Employment by industry: Services (%) Female,78.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2005,Employment by industry: Agriculture (%) Male and Female,20.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2005,Employment by industry: Industry (%) Male and Female,5.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2005,Employment by industry: Services (%) Male and Female,60.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2005,Employment by industry: Agriculture (%) Male,26.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2005,Employment by industry: Industry (%) Male,22.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2005,Employment by industry: Services (%) Male,50.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2005,Employment by industry: Agriculture (%) Female,9.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2005,Employment by industry: Industry (%) Female,13.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2005,Employment by industry: Services (%) Female,77.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2010,Employment by industry: Agriculture (%) Male and Female,18.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2010,Employment by industry: Industry (%) Male and Female,17.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2010,Employment by industry: Services (%) Male and Female,64.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2010,Employment by industry: Agriculture (%) Male,24.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2010,Employment by industry: Industry (%) Male,10.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2010,Employment by industry: Services (%) Male,54.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2010,Employment by industry: Agriculture (%) Female,8.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2010,Employment by industry: Industry (%) Female,11.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2010,Employment by industry: Services (%) Female,80.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2015,Employment by industry: Agriculture (%) Male and Female,18.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2015,Employment by industry: Industry (%) Male and Female,17.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2015,Employment by industry: Services (%) Male and Female,64.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2015,Employment by industry: Agriculture (%) Male,25.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2015,Employment by industry: Industry (%) Male,20.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2015,Employment by industry: Services (%) Male,54.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2015,Employment by industry: Agriculture (%) Female,0.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2015,Employment by industry: Industry (%) Female,10.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2015,Employment by industry: Services (%) Female,81.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2021,Employment by industry: Agriculture (%) Male and Female,17.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2021,Employment by industry: Industry (%) Male and Female,17.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2021,Employment by industry: Services (%) Male and Female,65.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2021,Employment by industry: Agriculture (%) Male,23.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2021,Employment by industry: Industry (%) Male,20.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2021,Employment by industry: Services (%) Male,55.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
192,Cuba,2021,Employment by industry: Agriculture (%) Female,7.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
